"","lwage","educ","nearc4","smsa","exper","expersq","fatheduc","motheduc","age","black","south","IQ","married"
"76",6.91968393325806,17,1,1,4,16,12,12,27,0,0,101,1
"77",6.63068342208862,12,1,1,6,36,12,10,24,0,0,NA,1
"78",6.39859485626221,14,1,1,9,81,12,16,29,0,0,105,6
"79",5.64544677734375,12,1,1,6,36,NA,12,24,0,0,NA,6
"80",5.52146100997925,12,1,1,6,36,12,12,24,0,0,NA,6
"81",6.21460819244385,12,1,1,8,64,10,12,26,0,0,95,1
"82",6.30991840362549,11,1,1,14,196,8,6,31,0,0,98,1
"83",7.04141187667847,12,1,1,7,49,8,6,25,0,0,NA,1
"84",6.69703435897827,18,1,1,7,49,8,8,31,0,1,115,4
"85",5.74620342254639,12,1,1,10,100,NA,9,28,1,0,60,6
"86",6.59441328048706,18,1,1,1,1,NA,4,25,0,0,135,1
"87",6.43775177001953,16,1,1,3,9,9,10,25,0,0,132,1
"88",6.37672710418701,14,1,1,4,16,16,12,24,0,0,106,1
"89",5.92692613601685,14,1,1,6,36,12,12,26,0,0,113,1
"90",6.70563888549805,16,1,1,7,49,14,11,29,0,1,102,6
"91",6.76272964477539,14,1,1,10,100,15,12,30,0,0,91,1
"92",5.85793304443359,15,1,1,7,49,12,12,28,0,1,104,1
"93",5.30826759338379,13,1,1,5,25,12,12,24,0,1,NA,1
"94",6.22455835342407,13,1,1,13,169,16,16,32,0,1,97,1
"95",6.70441436767578,17,1,1,7,49,12,13,30,0,0,125,1
"96",6.43775177001953,18,1,1,2,4,14,12,26,0,0,123,6
"97",6.64509105682373,18,1,1,8,64,16,16,32,0,0,128,6
"98",6.21460819244385,17,1,1,4,16,16,17,27,0,0,133,6
"99",6.42810535430908,17,1,1,4,16,12,8,27,0,0,114,1
"100",6.47697257995605,12,1,1,12,144,NA,8,30,0,0,103,1
"101",6.64509105682373,18,1,1,4,16,10,12,28,0,0,130,1
"102",6.2383246421814,12,1,1,8,64,10,12,26,0,0,97,1
"103",6.43775177001953,18,1,1,7,49,12,13,31,0,0,132,1
"104",7.01301574707031,14,1,1,11,121,12,12,31,0,0,98,1
"105",6.58063936233521,13,1,1,9,81,12,12,28,0,0,108,1
"106",7.05098962783813,14,1,1,12,144,13,12,32,0,0,107,1
"107",6.71780490875244,18,1,0,10,100,18,18,34,0,0,129,6
"108",6.82762908935547,16,1,1,12,144,14,12,34,0,0,NA,1
"109",6.98100566864014,17,1,1,5,25,14,17,28,0,0,132,1
"110",6.43775177001953,12,1,1,15,225,NA,8,33,0,0,101,1
"111",6.13122653961182,13,1,1,8,64,NA,8,27,0,0,92,1
"112",6.80239486694336,14,1,1,4,16,8,12,24,1,0,108,6
"113",6.52502965927124,18,1,1,5,25,8,9,29,0,0,132,1
"114",6.01859331130981,12,1,1,6,36,10,12,24,0,0,NA,1
"115",6.43775177001953,13,1,1,8,64,12,15,27,0,0,106,1
"116",6.91274261474609,18,1,1,8,64,12,12,32,0,0,123,1
"117",6.58617162704468,11,1,1,7,49,9,11,24,0,0,109,1
"118",6.62007331848145,15,1,1,6,36,8,11,27,0,0,103,1
"119",6.27098846435547,14,1,1,9,81,NA,8,29,0,0,108,1
"120",6.87935590744019,17,1,1,6,36,8,12,29,0,0,122,1
"121",6.15697908401489,12,1,0,8,64,12,12,26,0,0,109,1
"122",5.78382539749146,12,1,1,6,36,12,12,24,0,0,102,6
"123",6.77422380447388,12,1,1,16,256,NA,12,34,0,0,109,1
"124",6.43775177001953,13,1,1,15,225,9,10,34,0,0,100,1
"125",5.8200831413269,12,1,1,8,64,8,10,26,0,0,93,1
"126",6.17586708068848,16,1,1,5,25,5,5,27,0,0,115,1
"127",6.47697257995605,9,1,1,14,196,5,NA,29,0,0,NA,6
"128",5.94803476333618,16,1,1,3,9,5,4,25,0,0,NA,6
"129",6.86901426315308,18,1,1,6,36,15,14,30,0,0,125,1
"130",6.42162227630615,16,1,0,7,49,13,12,29,0,0,106,6
"131",6.55393362045288,14,1,1,8,64,12,12,28,0,0,113,1
"132",6.45362520217896,14,1,1,11,121,NA,12,31,0,0,122,6
"133",5.29831743240356,12,1,1,10,100,10,11,28,0,0,NA,4
"134",6.70563888549805,12,1,1,9,81,10,10,27,0,0,116,1
"135",6.35784244537354,14,1,1,6,36,NA,12,26,0,0,116,1
"136",6.1441855430603,17,1,1,3,9,12,12,26,0,0,105,1
"137",6.82871198654175,16,1,1,7,49,NA,12,29,0,0,NA,1
"138",6.67582321166992,16,1,1,9,81,12,12,31,0,1,112,1
"139",6.45362520217896,14,1,1,8,64,12,12,28,0,0,113,1
"140",6.34563636779785,12,1,1,7,49,NA,NA,25,0,0,NA,6
"141",6.55819797515869,16,1,1,7,49,12,12,29,0,0,94,1
"142",6.45362520217896,14,1,1,8,64,12,9,28,0,0,103,1
"143",6.54247188568115,12,1,1,12,144,NA,12,30,0,0,102,1
"144",6.42162227630615,13,1,1,15,225,10,12,34,0,0,109,1
"145",6.13556480407715,16,1,1,4,16,15,10,26,0,0,130,6
"146",6.76272964477539,12,1,1,16,256,12,12,34,0,0,105,1
"147",6.60258769989014,18,1,1,9,81,12,12,33,0,1,134,1
"148",7.24422740936279,12,1,1,7,49,8,14,25,0,0,NA,1
"149",6.69456195831299,12,1,1,13,169,NA,7,31,0,0,105,1
"150",6.4831075668335,16,1,1,4,16,11,12,26,0,0,104,1
"151",5.70378255844116,12,1,1,7,49,NA,12,25,0,0,112,1
"152",6.35784244537354,16,1,1,8,64,8,10,30,0,0,115,4
"153",5.57973003387451,16,1,1,2,4,10,12,24,0,0,NA,6
"154",6.38687944412231,18,1,0,7,49,8,8,31,0,0,117,1
"155",5.78382539749146,17,1,1,3,9,12,8,26,0,0,114,1
"156",5.95324325561523,16,1,0,2,4,12,8,24,0,0,118,6
"157",6.90775537490845,18,1,1,1,1,12,12,25,0,0,107,1
"158",6.1420373916626,18,1,1,4,16,8,11,28,0,0,120,6
"159",6.0867748260498,16,1,1,6,36,16,18,28,0,0,131,6
"160",6.43775177001953,16,1,1,5,25,16,17,27,0,0,124,6
"161",5.65248918533325,17,1,1,4,16,11,12,27,0,0,121,1
"162",6.47697257995605,14,1,1,7,49,10,12,27,0,0,110,1
"163",6.69456195831299,13,1,1,6,36,10,12,25,0,0,103,1
"164",6.21460819244385,12,1,1,6,36,10,12,24,0,0,NA,1
"165",6.7226300239563,16,1,1,4,16,14,12,26,0,0,115,1
"166",6.21460819244385,12,1,1,13,169,8,6,31,0,0,96,1
"167",6.54102993011475,17,1,1,9,81,12,12,32,0,0,123,1
"168",7.00306558609009,12,1,1,9,81,12,10,27,0,0,101,1
"169",6.63725805282593,12,1,1,7,49,8,12,25,0,0,98,1
"170",6.67834234237671,12,1,1,9,81,8,9,27,0,0,NA,1
"171",5.80814266204834,16,1,1,3,9,7,8,25,0,0,108,6
"172",6.0137152671814,18,1,1,6,36,16,12,30,0,0,138,1
"173",6.76272964477539,16,1,1,5,25,NA,12,27,0,0,121,1
"174",6.78897190093994,12,1,1,13,169,8,12,31,0,0,96,1
"175",6.51174545288086,12,1,1,16,256,NA,12,34,0,0,89,1
"176",6.55108022689819,12,1,0,15,225,7,NA,33,0,0,109,6
"177",5.52146100997925,18,1,1,9,81,16,16,33,0,1,133,6
"178",6.43775177001953,11,1,1,10,100,11,9,27,0,0,84,6
"179",6.03308629989624,13,1,1,12,144,8,12,31,0,0,NA,4
"180",6.35610771179199,13,1,1,9,81,8,12,28,0,0,98,1
"181",6.41836500167847,12,1,1,8,64,12,9,26,1,0,85,6
"182",6.55108022689819,12,1,1,13,169,11,9,31,0,0,105,1
"183",6.10924768447876,12,1,1,6,36,11,9,24,0,0,93,6
"184",6.21460819244385,16,1,1,6,36,NA,12,28,0,0,115,1
"185",6.24222326278687,12,1,0,7,49,12,NA,25,0,0,NA,1
"186",5.52146100997925,16,1,1,3,9,12,12,25,0,0,146,6
"187",5.75257253646851,12,1,0,6,36,12,12,24,0,0,NA,6
"188",5.92692613601685,12,1,1,11,121,9,12,29,0,0,82,1
"189",6.12468338012695,15,1,0,13,169,NA,12,34,0,0,120,1
"190",5.61677122116089,12,1,1,9,81,NA,NA,27,1,0,NA,6
"191",6.85751390457153,12,1,1,10,100,NA,12,28,0,0,122,1
"192",7.01660966873169,16,1,1,10,100,8,9,32,0,0,NA,1
"193",5.66642665863037,16,1,0,3,9,12,14,25,0,0,128,6
"194",6.21460819244385,16,1,1,3,9,NA,NA,25,0,0,110,1
"195",6.58755016326904,18,1,1,8,64,16,12,32,0,0,114,1
"196",7.14282751083374,18,1,1,5,25,18,12,29,0,0,117,1
"197",6.41836500167847,17,1,1,3,9,18,18,26,1,0,109,6
"198",6.30078601837158,12,1,1,10,100,10,11,28,0,0,91,6
"199",5.62762117385864,13,1,1,9,81,12,8,28,0,0,107,1
"200",7.2737865447998,18,1,1,10,100,16,12,34,0,0,114,1
"201",6.90274286270142,16,1,1,5,25,16,12,27,0,0,126,1
"202",6.55108022689819,12,1,1,11,121,11,11,29,0,0,82,1
"203",6.35784244537354,16,1,1,6,36,9,12,28,0,0,119,1
"204",6.75460386276245,16,1,1,9,81,6,12,31,0,0,104,1
"205",6.53087759017944,12,1,1,10,100,12,NA,28,0,0,97,1
"206",6.72383260726929,15,1,1,10,100,11,NA,31,0,0,115,1
"207",6.45047044754028,13,1,1,14,196,13,8,33,0,0,83,1
"208",6.53524112701416,12,1,1,14,196,12,12,32,0,0,97,1
"209",6.64509105682373,14,1,1,10,100,8,8,30,0,0,119,1
"210",5.95324325561523,15,1,1,6,36,12,14,27,0,0,105,6
"211",6.10924768447876,12,1,1,6,36,12,14,24,0,0,NA,6
"212",6.42162227630615,12,1,1,9,81,10,12,27,0,0,114,1
"213",6.52502965927124,12,1,1,16,256,NA,8,34,0,0,93,1
"214",6.5072774887085,10,1,1,16,256,NA,NA,32,0,0,73,5
"215",6.68461179733276,11,1,1,16,256,8,8,33,0,0,96,1
"216",6.22455835342407,14,1,1,14,196,8,8,34,0,0,NA,1
"217",6.93342304229736,18,1,1,6,36,12,16,30,0,0,117,5
"218",6.64509105682373,15,1,1,4,16,16,12,25,0,0,113,6
"219",5.66988086700439,10,1,1,16,256,10,14,32,0,1,106,1
"220",6.27098846435547,13,1,1,9,81,NA,8,28,0,0,104,1
"221",7.05098962783813,16,1,1,7,49,12,12,29,0,0,NA,1
"222",6.30809831619263,10,1,1,13,169,12,NA,29,0,0,80,1
"223",6.16331481933594,12,1,1,8,64,8,12,26,0,0,104,1
"224",6.10924768447876,12,1,1,8,64,12,12,26,0,0,102,1
"225",6.77422380447388,17,1,1,4,16,10,NA,27,0,0,114,6
"226",5.29831743240356,15,1,1,4,16,10,NA,25,0,0,93,6
"227",5.70378255844116,13,1,0,7,49,16,16,26,0,0,122,6
"228",6.13556480407715,16,1,0,3,9,16,NA,25,0,0,117,6
"229",5.95324325561523,12,1,1,12,144,13,12,30,0,0,96,1
"230",7.15617656707764,15,1,1,11,121,16,16,32,0,0,95,1
"231",6.37672710418701,16,1,1,3,9,12,12,25,0,0,117,6
"232",6.39692974090576,12,1,1,9,81,17,16,27,0,0,105,6
"233",6.21460819244385,16,1,1,8,64,6,NA,30,0,0,NA,1
"234",6.0867748260498,12,1,1,15,225,8,8,33,1,0,94,1
"235",6.14632940292358,18,1,1,2,4,13,16,26,0,1,139,6
"236",6.83410882949829,17,1,1,6,36,14,12,29,0,0,91,1
"237",6.32076835632324,16,1,1,5,25,14,12,27,0,0,96,1
"238",6.08221912384033,13,1,1,5,25,14,12,24,0,0,114,6
"239",6.39692974090576,12,1,1,11,121,9,10,29,1,0,54,1
"240",6.3543701171875,12,1,1,8,64,9,10,26,1,0,69,1
"241",5.96357917785645,12,1,1,8,64,9,10,26,1,0,67,6
"242",6.67834234237671,12,1,0,16,256,12,NA,34,0,0,110,1
"243",6.15485811233521,18,1,1,3,9,18,16,27,0,0,125,1
"244",5.30826759338379,17,1,1,3,9,18,16,26,0,0,124,6
"245",5.29831743240356,17,1,1,1,1,18,16,24,0,0,NA,6
"246",5.85793304443359,17,1,1,1,1,15,17,24,0,0,113,6
"247",5.92692613601685,14,1,0,4,16,10,12,24,0,0,100,6
"248",6.17586708068848,16,1,1,3,9,12,9,25,0,0,97,1
"249",6.86901426315308,18,1,1,7,49,8,8,31,0,0,125,6
"250",6.04737234115601,15,1,1,6,36,12,12,27,0,0,106,6
"251",6.21460819244385,15,1,1,6,36,11,12,27,0,0,101,6
"252",6.10924768447876,9,1,1,15,225,NA,11,30,0,0,NA,1
"253",6.16541767120361,8,1,1,14,196,8,9,28,0,0,NA,1
"254",4.91265487670898,12,1,1,6,36,8,9,24,0,0,NA,6
"255",6.3543701171875,12,1,1,14,196,10,9,32,0,0,91,1
"256",6.35784244537354,12,1,1,15,225,10,8,33,0,0,86,1
"257",5.736572265625,12,1,1,13,169,8,9,31,0,0,110,1
"258",6.55108022689819,9,1,1,15,225,12,12,30,0,0,NA,1
"259",7.1869010925293,14,1,1,12,144,NA,12,32,0,0,92,1
"260",6.31173467636108,10,1,1,18,324,12,9,34,0,0,85,1
"261",6.78105783462524,17,1,1,7,49,8,8,30,0,0,120,1
"262",6.63331842422485,12,1,1,7,49,7,12,25,0,0,NA,1
"263",6.56244421005249,12,1,1,14,196,8,11,32,0,0,NA,1
"264",6.05208921432495,12,1,1,8,64,8,8,26,0,0,NA,1
"265",6.05678415298462,12,1,1,8,64,NA,9,26,0,0,107,6
"266",6.35610771179199,16,1,1,2,4,NA,9,24,0,0,116,6
"267",5.99146461486816,9,1,1,17,289,NA,4,32,0,0,NA,4
"268",6.21460819244385,12,1,0,13,169,8,5,31,0,0,NA,1
"269",6.27476215362549,12,1,0,10,100,8,5,28,0,0,NA,1
"270",6.51174545288086,16,1,1,6,36,12,12,28,0,0,121,1
"271",6.35784244537354,16,1,1,5,25,12,12,27,0,1,112,6
"272",5.78382539749146,16,1,1,2,4,16,12,24,0,0,NA,6
"273",6.21460819244385,11,1,0,12,144,7,11,29,0,0,NA,1
"274",6.64639043807983,12,1,0,7,49,7,11,25,0,0,100,1
"275",6.21460819244385,12,1,1,8,64,7,12,26,0,0,112,1
"276",5.96870756149292,16,1,1,6,36,14,12,28,0,0,108,1
"277",6.69703435897827,12,1,1,16,256,12,10,34,0,0,90,1
"278",6.29710912704468,9,1,0,19,361,12,NA,34,1,0,86,1
"279",6.38519430160522,9,1,0,19,361,12,12,34,1,0,NA,5
"280",6.76157283782959,17,1,1,2,4,12,12,25,0,0,127,6
"281",6.55108022689819,10,1,0,12,144,NA,8,28,1,0,86,1
"282",6.23441076278687,12,1,0,7,49,12,12,25,0,0,113,1
"283",6.42162227630615,13,1,1,15,225,9,12,34,0,0,111,4
"284",6.63463354110718,14,1,1,9,81,9,8,29,0,0,113,1
"285",6.2005090713501,10,1,1,15,225,NA,NA,31,0,0,81,1
"286",6.09807443618774,16,1,1,2,4,12,12,24,0,0,111,1
"287",6.05208921432495,12,1,1,7,49,8,9,25,0,0,NA,1
"288",6.62007331848145,16,1,1,2,4,12,12,24,0,0,112,6
"289",6.55108022689819,16,1,1,2,4,12,12,24,0,0,114,1
"290",6.08221912384033,12,1,1,6,36,9,9,24,0,0,NA,1
"291",6.41017484664917,12,1,1,11,121,12,12,29,0,0,111,1
"292",6.10924768447876,13,1,1,5,25,7,8,24,0,0,106,1
"293",5.74620342254639,3,1,1,17,289,4,0,26,0,0,NA,1
"294",5.52146100997925,7,1,1,20,400,6,5,33,1,0,NA,1
"295",6.21460819244385,14,1,1,13,169,12,12,33,0,0,79,1
"296",5.89989757537842,12,0,1,8,64,11,12,26,0,0,98,6
"297",6.70073127746582,12,0,1,8,64,10,12,26,0,0,105,1
"298",5.7868971824646,12,0,0,7,49,10,12,25,0,0,NA,4
"299",6.2614917755127,12,0,0,11,121,NA,10,29,0,0,105,1
"300",6.70318794250488,13,0,1,9,81,9,12,28,0,0,118,1
"301",6.62007331848145,12,0,1,10,100,11,12,28,0,0,100,1
"302",6.26339817047119,17,0,1,1,1,9,10,24,0,0,NA,1
"303",7.02553844451904,12,0,1,14,196,8,12,32,0,0,90,1
"304",6.43775177001953,12,0,1,10,100,8,9,28,0,0,95,6
"305",6.57228231430054,14,0,1,5,25,12,12,25,0,0,112,1
"306",6.38181591033936,12,0,0,13,169,8,12,31,0,0,96,1
"307",6.00141477584839,17,0,1,4,16,12,12,27,0,0,127,6
"308",6.51471281051636,12,1,1,10,100,10,12,28,0,0,120,1
"309",6.09582471847534,12,1,1,7,49,10,12,25,0,0,123,6
"310",6.19031524658203,12,1,1,6,36,10,12,24,0,0,NA,1
"311",6.54391193389893,9,1,1,19,361,10,6,34,0,0,NA,1
"312",6.55108022689819,12,1,1,7,49,10,12,25,0,1,98,1
"313",5.78382539749146,12,1,1,6,36,7,10,24,0,1,NA,1
"314",6.32076835632324,9,1,1,10,100,12,11,25,0,0,NA,1
"315",5.78382539749146,12,1,1,8,64,8,12,26,0,0,114,6
"316",6.50428819656372,13,1,1,7,49,15,16,26,0,0,103,1
"317",7.78488922119141,18,1,1,7,49,18,16,31,0,0,121,1
"318",6.63068342208862,16,1,1,3,9,12,14,25,0,0,117,6
"319",6.8936562538147,16,1,1,12,144,12,12,34,0,0,90,1
"320",6.35784244537354,12,1,1,7,49,12,12,25,0,0,125,1
"321",5.65599203109741,17,1,0,6,36,12,12,29,0,0,104,1
"322",5.44241762161255,14,1,1,8,64,18,16,28,0,1,106,6
"323",6.24027585983276,12,1,1,7,49,7,10,25,0,0,NA,1
"324",6.42162227630615,15,1,1,7,49,9,10,28,0,0,122,4
"325",6.55108022689819,15,1,1,4,16,9,10,25,0,0,120,1
"326",6.57088279724121,18,1,1,9,81,12,7,33,0,0,112,1
"327",6.55250787734985,9,1,1,15,225,8,8,30,0,0,NA,1
"328",6.13556480407715,12,1,1,6,36,7,9,24,1,0,NA,1
"329",6.76619148254395,18,1,1,4,16,8,9,28,0,0,109,6
"330",6.82110738754272,16,1,0,7,49,9,10,29,0,0,128,6
"331",6.97073030471802,12,1,1,9,81,12,12,27,0,0,97,1
"332",5.99146461486816,12,1,1,11,121,12,12,29,0,1,96,4
"333",6.46146821975708,12,1,1,9,81,12,12,27,0,0,103,1
"334",5.65248918533325,13,1,1,5,25,8,8,24,0,0,NA,6
"335",6.46302938461304,17,1,1,4,16,12,12,27,0,1,127,6
"336",5.96357917785645,13,1,1,13,169,NA,4,32,0,0,NA,1
"337",6.91770553588867,12,1,1,7,49,12,10,25,0,0,NA,1
"338",6.70563888549805,12,1,0,6,36,8,12,24,0,0,97,1
"339",6.88243770599365,17,1,1,4,16,10,9,27,0,0,120,1
"340",6.62007331848145,12,1,1,11,121,6,7,29,1,0,78,4
"341",6.1377272605896,15,1,0,3,9,7,8,24,0,0,118,1
"342",7.23489856719971,12,1,1,10,100,12,NA,28,0,0,NA,1
"343",6.35784244537354,12,1,1,7,49,12,NA,25,0,0,NA,6
"344",5.99396133422852,12,1,1,9,81,11,9,27,0,0,89,6
"345",5.76832103729248,10,1,1,10,100,11,9,26,0,0,NA,1
"346",6.24222326278687,12,1,1,9,81,14,12,27,0,0,NA,1
"347",5.33753824234009,11,1,1,8,64,14,12,25,0,0,NA,6
"348",7.08338785171509,17,1,1,4,16,8,6,27,0,0,122,1
"349",6.43775177001953,14,1,1,6,36,7,6,26,0,0,98,6
"350",6.17586708068848,17,1,1,11,121,7,7,34,0,0,NA,1
"351",6.57088279724121,13,1,1,8,64,12,12,27,0,0,101,1
"352",6.43775177001953,11,1,1,10,100,1,4,27,0,0,NA,1
"353",6.31535816192627,12,1,1,12,144,NA,7,30,0,0,112,1
"354",6.36130237579346,12,1,1,16,256,5,2,34,0,0,88,1
"355",6.73459148406982,18,1,1,4,16,12,16,28,0,0,NA,6
"356",7.56164169311523,18,1,1,9,81,12,12,33,0,0,136,1
"357",6.69208383560181,16,1,1,4,16,13,10,26,0,0,124,1
"358",5.84064149856567,12,1,1,11,121,NA,6,29,1,0,96,1
"359",6.86901426315308,12,1,1,14,196,11,14,32,0,0,97,1
"360",6.39692974090576,12,1,0,14,196,10,10,32,0,0,NA,1
"361",6.72982406616211,18,1,1,10,100,12,10,34,0,0,107,1
"362",6.43775177001953,16,1,1,2,4,NA,NA,24,0,0,NA,6
"363",6.33327960968018,16,1,1,6,36,NA,NA,28,0,0,111,1
"364",7.25134515762329,16,1,1,6,36,10,10,28,0,0,102,1
"365",6.17378616333008,12,1,1,7,49,NA,12,25,0,0,115,1
"366",6.39692974090576,12,1,1,6,36,7,8,24,0,0,94,6
"367",5.70378255844116,9,1,1,13,169,NA,0,28,0,0,NA,1
"368",6.22455835342407,9,1,1,10,100,NA,0,25,0,0,NA,1
"369",6.03308629989624,14,1,1,5,25,7,12,25,1,0,92,6
"370",5.70378255844116,12,1,1,6,36,7,12,24,1,0,NA,1
"371",6.76272964477539,18,1,1,3,9,14,14,27,0,0,NA,6
"372",5.70378255844116,16,1,1,3,9,16,13,25,0,0,116,6
"373",6.58063936233521,12,1,1,14,196,9,6,32,0,0,101,1
"374",6.75227022171021,12,1,1,16,256,8,NA,34,0,0,99,1
"375",6.60394382476807,10,1,1,14,196,10,7,30,0,0,106,1
"376",6.96413564682007,17,1,1,8,64,15,12,31,1,0,NA,1
"377",6.27098846435547,12,1,1,14,196,6,8,32,1,0,NA,6
"378",6.34913921356201,11,1,1,17,289,6,NA,34,0,0,122,1
"379",6.69084215164185,12,1,0,14,196,NA,9,32,0,0,88,1
"380",5.99146461486816,10,1,1,14,196,6,8,30,0,0,59,6
"381",6.86901426315308,18,1,1,5,25,12,16,29,0,0,126,1
"382",6.70563888549805,18,1,1,3,9,13,16,27,0,0,126,6
"383",6.60665035247803,13,1,1,9,81,14,12,28,0,0,NA,1
"384",6.58063936233521,18,1,1,6,36,12,12,30,0,0,105,1
"385",6.81673574447632,18,1,1,0,0,16,16,24,0,0,123,6
"386",5.93753623962402,17,1,1,4,16,8,12,27,0,0,119,6
"387",5.85793304443359,14,1,1,6,36,8,12,26,0,0,108,6
"388",6.54247188568115,11,1,1,16,256,8,8,33,0,0,93,6
"389",6.92165803909302,12,1,1,14,196,NA,12,32,0,1,82,4
"390",7.03526878356934,18,1,1,10,100,16,16,34,0,0,123,1
"391",7.44366359710693,18,1,1,6,36,16,16,30,0,0,134,1
"392",6.27098846435547,12,1,1,8,64,12,8,26,0,0,84,1
